row,brand,day,value,variation,sim_num,bariation,statistic
"34851","all",452,14,"decided",2,"None","simulation"
"34882","all",453,122,"active",2,"None","simulation"
"34883","all",453,10,"decided",2,"None","simulation"
"34914","all",454,119,"active",2,"None","simulation"
"34915","all",454,10,"decided",2,"None","simulation"
"34946","all",91,131,"active",3,"None","simulation"
"34947","all",91,12,"decided",3,"None","simulation"
"34978","all",92,128,"active",3,"None","simulation"
"34979","all",92,22,"decided",3,"None","simulation"
"35010","all",93,127,"active",3,"None","simulation"
"35011","all",93,25,"decided",3,"None","simulation"
"35042","all",94,129,"active",3,"None","simulation"
"35043","all",94,24,"decided",3,"None","simulation"
"35074","all",95,129,"active",3,"None","simulation"
"35075","all",95,28,"decided",3,"None","simulation"
"35106","all",96,125,"active",3,"None","simulation"
"35107","all",96,27,"decided",3,"None","simulation"
"35138","all",97,126,"active",3,"None","simulation"
"35139","all",97,27,"decided",3,"None","simulation"
"35170","all",98,133,"active",3,"None","simulation"
"35171","all",98,23,"decided",3,"None","simulation"
"35202","all",99,136,"active",3,"None","simulation"
"35203","all",99,22,"decided",3,"None","simulation"
"35234","all",100,132,"active",3,"None","simulation"
"35235","all",100,29,"decided",3,"None","simulation"
"35266","all",101,134,"active",3,"None","simulation"
"35267","all",101,29,"decided",3,"None","simulation"
"35298","all",102,131,"active",3,"None","simulation"
"35299","all",102,33,"decided",3,"None","simulation"
"35330","all",103,127,"active",3,"None","simulation"
"35331","all",103,36,"decided",3,"None","simulation"
"35362","all",104,129,"active",3,"None","simulation"
"35363","all",104,34,"decided",3,"None","simulation"
"35394","all",105,125,"active",3,"None","simulation"
"35395","all",105,36,"decided",3,"None","simulation"
"35426","all",106,131,"active",3,"None","simulation"
"35427","all",106,39,"decided",3,"None","simulation"
"35458","all",107,135,"active",3,"None","simulation"
"35459","all",107,43,"decided",3,"None","simulation"
"35490","all",108,129,"active",3,"None","simulation"
"35491","all",108,46,"decided",3,"None","simulation"
"35522","all",109,132,"active",3,"None","simulation"
"35523","all",109,44,"decided",3,"None","simulation"
"35554","all",110,131,"active",3,"None","simulation"
"35555","all",110,48,"decided",3,"None","simulation"
"35586","all",111,128,"active",3,"None","simulation"
"35587","all",111,51,"decided",3,"None","simulation"
"35618","all",112,122,"active",3,"None","simulation"
"35619","all",112,52,"decided",3,"None","simulation"
"35650","all",113,118,"active",3,"None","simulation"
"35651","all",113,58,"decided",3,"None","simulation"
"35682","all",114,115,"active",3,"None","simulation"
"35683","all",114,66,"decided",3,"None","simulation"
"35714","all",115,112,"active",3,"None","simulation"
"35715","all",115,63,"decided",3,"None","simulation"
"35746","all",116,117,"active",3,"None","simulation"
"35747","all",116,56,"decided",3,"None","simulation"
"35778","all",117,115,"active",3,"None","simulation"
"35779","all",117,58,"decided",3,"None","simulation"
"35810","all",118,117,"active",3,"None","simulation"
"35811","all",118,55,"decided",3,"None","simulation"
"35842","all",119,116,"active",3,"None","simulation"
"35843","all",119,63,"decided",3,"None","simulation"
"35874","all",120,114,"active",3,"None","simulation"
"35875","all",120,14,"decided",3,"None","simulation"
"35906","all",121,115,"active",3,"None","simulation"
"35907","all",121,18,"decided",3,"None","simulation"
"35938","all",122,115,"active",3,"None","simulation"
"35939","all",122,22,"decided",3,"None","simulation"
"35970","all",123,118,"active",3,"None","simulation"
"35971","all",123,18,"decided",3,"None","simulation"
"36002","all",124,118,"active",3,"None","simulation"
"36003","all",124,23,"decided",3,"None","simulation"
"36034","all",125,125,"active",3,"None","simulation"
"36035","all",125,20,"decided",3,"None","simulation"
"36066","all",126,126,"active",3,"None","simulation"
"36067","all",126,20,"decided",3,"None","simulation"
"36098","all",127,122,"active",3,"None","simulation"
"36099","all",127,27,"decided",3,"None","simulation"
"36130","all",128,121,"active",3,"None","simulation"
"36131","all",128,32,"decided",3,"None","simulation"
"36162","all",129,122,"active",3,"None","simulation"
"36163","all",129,33,"decided",3,"None","simulation"
"36194","all",130,121,"active",3,"None","simulation"
"36195","all",130,30,"decided",3,"None","simulation"
"36226","all",131,118,"active",3,"None","simulation"
"36227","all",131,27,"decided",3,"None","simulation"
"36258","all",132,115,"active",3,"None","simulation"
"36259","all",132,32,"decided",3,"None","simulation"
"36290","all",133,121,"active",3,"None","simulation"
"36291","all",133,29,"decided",3,"None","simulation"
"36322","all",134,121,"active",3,"None","simulation"
"36323","all",134,33,"decided",3,"None","simulation"
"36354","all",135,118,"active",3,"None","simulation"
"36355","all",135,41,"decided",3,"None","simulation"
"36386","all",136,118,"active",3,"None","simulation"
"36387","all",136,41,"decided",3,"None","simulation"
"36418","all",137,116,"active",3,"None","simulation"
"36419","all",137,43,"decided",3,"None","simulation"
"36450","all",138,115,"active",3,"None","simulation"
"36451","all",138,40,"decided",3,"None","simulation"
"36482","all",139,112,"active",3,"None","simulation"
"36483","all",139,43,"decided",3,"None","simulation"
"36514","all",140,114,"active",3,"None","simulation"
"36515","all",140,44,"decided",3,"None","simulation"
"36546","all",141,112,"active",3,"None","simulation"
"36547","all",141,50,"decided",3,"None","simulation"
"36578","all",142,112,"active",3,"None","simulation"
"36579","all",142,56,"decided",3,"None","simulation"
"36610","all",143,116,"active",3,"None","simulation"
"36611","all",143,56,"decided",3,"None","simulation"
"36642","all",144,118,"active",3,"None","simulation"
"36643","all",144,53,"decided",3,"None","simulation"
"36674","all",145,123,"active",3,"None","simulation"
"36675","all",145,53,"decided",3,"None","simulation"
"36706","all",146,127,"active",3,"None","simulation"
"36707","all",146,56,"decided",3,"None","simulation"
"36738","all",147,128,"active",3,"None","simulation"
"36739","all",147,54,"decided",3,"None","simulation"
"36770","all",148,129,"active",3,"None","simulation"
"36771","all",148,61,"decided",3,"None","simulation"
"36802","all",149,126,"active",3,"None","simulation"
"36803","all",149,62,"decided",3,"None","simulation"
"36834","all",150,124,"active",3,"None","simulation"
"36835","all",150,11,"decided",3,"None","simulation"
"36866","all",151,125,"active",3,"None","simulation"
"36867","all",151,13,"decided",3,"None","simulation"
"36898","all",152,126,"active",3,"None","simulation"
"36899","all",152,10,"decided",3,"None","simulation"
"36930","all",153,126,"active",3,"None","simulation"
"36931","all",153,9,"decided",3,"None","simulation"
"36962","all",154,126,"active",3,"None","simulation"
"36963","all",154,11,"decided",3,"None","simulation"
"36994","all",155,127,"active",3,"None","simulation"
"36995","all",155,16,"decided",3,"None","simulation"
"37026","all",156,131,"active",3,"None","simulation"
"37027","all",156,19,"decided",3,"None","simulation"
"37058","all",157,131,"active",3,"None","simulation"
"37059","all",157,22,"decided",3,"None","simulation"
"37090","all",158,131,"active",3,"None","simulation"
"37091","all",158,22,"decided",3,"None","simulation"
"37122","all",159,134,"active",3,"None","simulation"
"37123","all",159,18,"decided",3,"None","simulation"
"37154","all",160,134,"active",3,"None","simulation"
"37155","all",160,22,"decided",3,"None","simulation"
"37186","all",161,138,"active",3,"None","simulation"
"37187","all",161,21,"decided",3,"None","simulation"
"37218","all",162,128,"active",3,"None","simulation"
"37219","all",162,32,"decided",3,"None","simulation"
"37250","all",163,127,"active",3,"None","simulation"
"37251","all",163,38,"decided",3,"None","simulation"
"37282","all",164,131,"active",3,"None","simulation"
"37283","all",164,35,"decided",3,"None","simulation"
"37314","all",165,129,"active",3,"None","simulation"
"37315","all",165,39,"decided",3,"None","simulation"
"37346","all",166,124,"active",3,"None","simulation"
"37347","all",166,42,"decided",3,"None","simulation"
"37378","all",167,128,"active",3,"None","simulation"
"37379","all",167,41,"decided",3,"None","simulation"
"37410","all",168,131,"active",3,"None","simulation"
"37411","all",168,44,"decided",3,"None","simulation"
"37442","all",169,123,"active",3,"None","simulation"
"37443","all",169,52,"decided",3,"None","simulation"
"37474","all",170,124,"active",3,"None","simulation"
"37475","all",170,58,"decided",3,"None","simulation"
"37506","all",171,120,"active",3,"None","simulation"
"37507","all",171,53,"decided",3,"None","simulation"
"37538","all",172,121,"active",3,"None","simulation"
"37539","all",172,47,"decided",3,"None","simulation"
"37570","all",173,122,"active",3,"None","simulation"
"37571","all",173,48,"decided",3,"None","simulation"
"37602","all",174,116,"active",3,"None","simulation"
"37603","all",174,51,"decided",3,"None","simulation"
"37634","all",175,115,"active",3,"None","simulation"
"37635","all",175,45,"decided",3,"None","simulation"
"37666","all",176,106,"active",3,"None","simulation"
"37667","all",176,56,"decided",3,"None","simulation"
"37698","all",177,108,"active",3,"None","simulation"
"37699","all",177,59,"decided",3,"None","simulation"
"37730","all",178,106,"active",3,"None","simulation"
"37731","all",178,61,"decided",3,"None","simulation"
"37762","all",179,107,"active",3,"None","simulation"
"37763","all",179,58,"decided",3,"None","simulation"
"37794","all",180,107,"active",3,"None","simulation"
"37795","all",180,15,"decided",3,"None","simulation"
"37826","all",181,104,"active",3,"None","simulation"
"37827","all",181,10,"decided",3,"None","simulation"
"37858","all",182,106,"active",3,"None","simulation"
"37859","all",182,8,"decided",3,"None","simulation"
"37890","all",183,101,"active",3,"None","simulation"
"37891","all",183,15,"decided",3,"None","simulation"
"37922","all",184,103,"active",3,"None","simulation"
"37923","all",184,17,"decided",3,"None","simulation"
"37954","all",185,106,"active",3,"None","simulation"
"37955","all",185,21,"decided",3,"None","simulation"
"37986","all",186,105,"active",3,"None","simulation"
"37987","all",186,21,"decided",3,"None","simulation"
"38018","all",187,105,"active",3,"None","simulation"
"38019","all",187,23,"decided",3,"None","simulation"
"38050","all",188,109,"active",3,"None","simulation"
"38051","all",188,21,"decided",3,"None","simulation"
"38082","all",189,115,"active",3,"None","simulation"
"38083","all",189,17,"decided",3,"None","simulation"
"38114","all",190,118,"active",3,"None","simulation"
"38115","all",190,22,"decided",3,"None","simulation"
"38146","all",191,116,"active",3,"None","simulation"
"38147","all",191,31,"decided",3,"None","simulation"
"38178","all",192,114,"active",3,"None","simulation"
"38179","all",192,30,"decided",3,"None","simulation"
"38210","all",193,108,"active",3,"None","simulation"
"38211","all",193,29,"decided",3,"None","simulation"
"38242","all",194,104,"active",3,"None","simulation"
"38243","all",194,30,"decided",3,"None","simulation"
"38274","all",195,111,"active",3,"None","simulation"
"38275","all",195,26,"decided",3,"None","simulation"
"38306","all",196,110,"active",3,"None","simulation"
"38307","all",196,32,"decided",3,"None","simulation"
"38338","all",197,114,"active",3,"None","simulation"
"38339","all",197,36,"decided",3,"None","simulation"
"38370","all",198,111,"active",3,"None","simulation"
"38371","all",198,45,"decided",3,"None","simulation"
"38402","all",199,112,"active",3,"None","simulation"
"38403","all",199,42,"decided",3,"None","simulation"
"38434","all",200,114,"active",3,"None","simulation"
"38435","all",200,40,"decided",3,"None","simulation"
"38466","all",201,110,"active",3,"None","simulation"
"38467","all",201,38,"decided",3,"None","simulation"
"38498","all",202,110,"active",3,"None","simulation"
"38499","all",202,38,"decided",3,"None","simulation"
"38530","all",203,110,"active",3,"None","simulation"
"38531","all",203,41,"decided",3,"None","simulation"
"38562","all",204,113,"active",3,"None","simulation"
"38563","all",204,44,"decided",3,"None","simulation"
"38594","all",205,112,"active",3,"None","simulation"
"38595","all",205,53,"decided",3,"None","simulation"
"38626","all",206,116,"active",3,"None","simulation"
"38627","all",206,49,"decided",3,"None","simulation"
"38658","all",207,120,"active",3,"None","simulation"
"38659","all",207,49,"decided",3,"None","simulation"
"38690","all",208,117,"active",3,"None","simulation"
"38691","all",208,51,"decided",3,"None","simulation"
"38722","all",209,120,"active",3,"None","simulation"
"38723","all",209,50,"decided",3,"None","simulation"
"38754","all",210,115,"active",3,"None","simulation"
"38755","all",210,9,"decided",3,"None","simulation"
"38786","all",211,118,"active",3,"None","simulation"
"38787","all",211,12,"decided",3,"None","simulation"
"38818","all",212,118,"active",3,"None","simulation"
"38819","all",212,14,"decided",3,"None","simulation"
"38850","all",213,119,"active",3,"None","simulation"
"38851","all",213,14,"decided",3,"None","simulation"
"38882","all",214,114,"active",3,"None","simulation"
"38883","all",214,19,"decided",3,"None","simulation"
"38914","all",215,118,"active",3,"None","simulation"
"38915","all",215,11,"decided",3,"None","simulation"
"38946","all",216,116,"active",3,"None","simulation"
"38947","all",216,11,"decided",3,"None","simulation"
"38978","all",217,119,"active",3,"None","simulation"
"38979","all",217,10,"decided",3,"None","simulation"
"39010","all",218,109,"active",3,"None","simulation"
"39011","all",218,23,"decided",3,"None","simulation"
"39042","all",219,112,"active",3,"None","simulation"
"39043","all",219,25,"decided",3,"None","simulation"
"39074","all",220,112,"active",3,"None","simulation"
"39075","all",220,25,"decided",3,"None","simulation"
"39106","all",221,111,"active",3,"None","simulation"
"39107","all",221,23,"decided",3,"None","simulation"
"39138","all",222,110,"active",3,"None","simulation"
"39139","all",222,24,"decided",3,"None","simulation"
"39170","all",223,107,"active",3,"None","simulation"
"39171","all",223,27,"decided",3,"None","simulation"
"39202","all",224,111,"active",3,"None","simulation"
"39203","all",224,20,"decided",3,"None","simulation"
"39234","all",225,107,"active",3,"None","simulation"
"39235","all",225,26,"decided",3,"None","simulation"
"39266","all",226,106,"active",3,"None","simulation"
"39267","all",226,32,"decided",3,"None","simulation"
"39298","all",227,106,"active",3,"None","simulation"
"39299","all",227,32,"decided",3,"None","simulation"
"39330","all",228,108,"active",3,"None","simulation"
"39331","all",228,28,"decided",3,"None","simulation"
"39362","all",229,102,"active",3,"None","simulation"
"39363","all",229,34,"decided",3,"None","simulation"
"39394","all",230,100,"active",3,"None","simulation"
"39395","all",230,31,"decided",3,"None","simulation"
"39426","all",231,101,"active",3,"None","simulation"
"39427","all",231,33,"decided",3,"None","simulation"
"39458","all",232,98,"active",3,"None","simulation"
"39459","all",232,43,"decided",3,"None","simulation"
"39490","all",233,100,"active",3,"None","simulation"
"39491","all",233,47,"decided",3,"None","simulation"
"39522","all",234,101,"active",3,"None","simulation"
"39523","all",234,44,"decided",3,"None","simulation"
"39554","all",235,100,"active",3,"None","simulation"
"39555","all",235,43,"decided",3,"None","simulation"
"39586","all",236,100,"active",3,"None","simulation"
"39587","all",236,42,"decided",3,"None","simulation"
"39618","all",237,100,"active",3,"None","simulation"
"39619","all",237,42,"decided",3,"None","simulation"
"39650","all",238,99,"active",3,"None","simulation"
"39651","all",238,45,"decided",3,"None","simulation"
"39682","all",239,97,"active",3,"None","simulation"
"39683","all",239,50,"decided",3,"None","simulation"
"39714","all",240,96,"active",3,"None","simulation"
"39715","all",240,15,"decided",3,"None","simulation"
"39746","all",241,98,"active",3,"None","simulation"
"39747","all",241,15,"decided",3,"None","simulation"
"39778","all",242,99,"active",3,"None","simulation"
"39779","all",242,10,"decided",3,"None","simulation"
"39810","all",243,94,"active",3,"None","simulation"
"39811","all",243,16,"decided",3,"None","simulation"
"39842","all",244,96,"active",3,"None","simulation"
"39843","all",244,10,"decided",3,"None","simulation"
"39874","all",245,101,"active",3,"None","simulation"
"39875","all",245,10,"decided",3,"None","simulation"
"39906","all",246,103,"active",3,"None","simulation"
"39907","all",246,14,"decided",3,"None","simulation"
"39938","all",247,106,"active",3,"None","simulation"
"39939","all",247,15,"decided",3,"None","simulation"
"39970","all",248,105,"active",3,"None","simulation"
"39971","all",248,20,"decided",3,"None","simulation"
"40002","all",249,107,"active",3,"None","simulation"
"40003","all",249,18,"decided",3,"None","simulation"
"40034","all",250,101,"active",3,"None","simulation"
"40035","all",250,22,"decided",3,"None","simulation"
"40066","all",251,101,"active",3,"None","simulation"
"40067","all",251,25,"decided",3,"None","simulation"
"40098","all",252,98,"active",3,"None","simulation"
"40099","all",252,29,"decided",3,"None","simulation"
"40130","all",253,97,"active",3,"None","simulation"
"40131","all",253,32,"decided",3,"None","simulation"
"40162","all",254,101,"active",3,"None","simulation"
"40163","all",254,32,"decided",3,"None","simulation"
"40194","all",255,97,"active",3,"None","simulation"
"40195","all",255,35,"decided",3,"None","simulation"
"40226","all",256,93,"active",3,"None","simulation"
"40227","all",256,34,"decided",3,"None","simulation"
"40258","all",257,95,"active",3,"None","simulation"
"40259","all",257,31,"decided",3,"None","simulation"
"40290","all",258,97,"active",3,"None","simulation"
"40291","all",258,32,"decided",3,"None","simulation"
"40322","all",259,99,"active",3,"None","simulation"
"40323","all",259,32,"decided",3,"None","simulation"
"40354","all",260,101,"active",3,"None","simulation"
"40355","all",260,34,"decided",3,"None","simulation"
"40386","all",261,106,"active",3,"None","simulation"
"40387","all",261,36,"decided",3,"None","simulation"
"40418","all",262,99,"active",3,"None","simulation"
"40419","all",262,46,"decided",3,"None","simulation"
"40450","all",263,104,"active",3,"None","simulation"
"40451","all",263,40,"decided",3,"None","simulation"
"40482","all",264,100,"active",3,"None","simulation"
"40483","all",264,46,"decided",3,"None","simulation"
"40514","all",265,103,"active",3,"None","simulation"
"40515","all",265,41,"decided",3,"None","simulation"
"40546","all",266,103,"active",3,"None","simulation"
"40547","all",266,47,"decided",3,"None","simulation"
"40578","all",267,101,"active",3,"None","simulation"
"40579","all",267,53,"decided",3,"None","simulation"
"40610","all",268,98,"active",3,"None","simulation"
"40611","all",268,60,"decided",3,"None","simulation"
"40642","all",269,98,"active",3,"None","simulation"
"40643","all",269,59,"decided",3,"None","simulation"
"40674","all",270,94,"active",3,"None","simulation"
"40675","all",270,15,"decided",3,"None","simulation"
"40706","all",271,95,"active",3,"None","simulation"
"40707","all",271,7,"decided",3,"None","simulation"
"40738","all",272,92,"active",3,"None","simulation"
"40739","all",272,8,"decided",3,"None","simulation"
"40770","all",273,93,"active",3,"None","simulation"
"40771","all",273,6,"decided",3,"None","simulation"
"40802","all",274,93,"active",3,"None","simulation"
"40803","all",274,11,"decided",3,"None","simulation"
"40834","all",275,102,"active",3,"None","simulation"
"40835","all",275,14,"decided",3,"None","simulation"
"40866","all",276,103,"active",3,"None","simulation"
"40867","all",276,17,"decided",3,"None","simulation"
"40898","all",277,100,"active",3,"None","simulation"
"40899","all",277,17,"decided",3,"None","simulation"
"40930","all",278,100,"active",3,"None","simulation"
"40931","all",278,16,"decided",3,"None","simulation"
"40962","all",279,98,"active",3,"None","simulation"
"40963","all",279,18,"decided",3,"None","simulation"
"40994","all",280,104,"active",3,"None","simulation"
"40995","all",280,15,"decided",3,"None","simulation"
"41026","all",281,104,"active",3,"None","simulation"
"41027","all",281,20,"decided",3,"None","simulation"
"41058","all",282,106,"active",3,"None","simulation"
"41059","all",282,26,"decided",3,"None","simulation"
"41090","all",283,105,"active",3,"None","simulation"
"41091","all",283,29,"decided",3,"None","simulation"
"41122","all",284,106,"active",3,"None","simulation"
"41123","all",284,31,"decided",3,"None","simulation"
"41154","all",285,109,"active",3,"None","simulation"
"41155","all",285,26,"decided",3,"None","simulation"
"41186","all",286,113,"active",3,"None","simulation"
"41187","all",286,23,"decided",3,"None","simulation"
"41218","all",287,116,"active",3,"None","simulation"
"41219","all",287,22,"decided",3,"None","simulation"
"41250","all",288,116,"active",3,"None","simulation"
"41251","all",288,28,"decided",3,"None","simulation"
"41282","all",289,109,"active",3,"None","simulation"
"41283","all",289,38,"decided",3,"None","simulation"
"41314","all",290,113,"active",3,"None","simulation"
"41315","all",290,35,"decided",3,"None","simulation"
"41346","all",291,111,"active",3,"None","simulation"
"41347","all",291,39,"decided",3,"None","simulation"
"41378","all",292,109,"active",3,"None","simulation"
"41379","all",292,40,"decided",3,"None","simulation"
"41410","all",293,106,"active",3,"None","simulation"
"41411","all",293,41,"decided",3,"None","simulation"
"41442","all",294,111,"active",3,"None","simulation"
"41443","all",294,35,"decided",3,"None","simulation"
"41474","all",295,110,"active",3,"None","simulation"
"41475","all",295,44,"decided",3,"None","simulation"
"41506","all",296,113,"active",3,"None","simulation"
"41507","all",296,51,"decided",3,"None","simulation"
"41538","all",297,108,"active",3,"None","simulation"
"41539","all",297,52,"decided",3,"None","simulation"
"41570","all",298,113,"active",3,"None","simulation"
"41571","all",298,46,"decided",3,"None","simulation"
"41602","all",299,110,"active",3,"None","simulation"
"41603","all",299,51,"decided",3,"None","simulation"
"41634","all",300,112,"active",3,"None","simulation"
"41635","all",300,7,"decided",3,"None","simulation"
"41666","all",301,109,"active",3,"None","simulation"
"41667","all",301,8,"decided",3,"None","simulation"
"41698","all",302,109,"active",3,"None","simulation"
"41699","all",302,10,"decided",3,"None","simulation"
"41730","all",303,104,"active",3,"None","simulation"
"41731","all",303,15,"decided",3,"None","simulation"
"41762","all",304,109,"active",3,"None","simulation"
"41763","all",304,13,"decided",3,"None","simulation"
"41794","all",305,105,"active",3,"None","simulation"
"41795","all",305,19,"decided",3,"None","simulation"
"41826","all",306,102,"active",3,"None","simulation"
"41827","all",306,14,"decided",3,"None","simulation"
"41858","all",307,101,"active",3,"None","simulation"
"41859","all",307,13,"decided",3,"None","simulation"
"41890","all",308,104,"active",3,"None","simulation"
"41891","all",308,15,"decided",3,"None","simulation"
"41922","all",309,102,"active",3,"None","simulation"
"41923","all",309,23,"decided",3,"None","simulation"
"41954","all",310,102,"active",3,"None","simulation"
"41955","all",310,26,"decided",3,"None","simulation"
"41986","all",311,101,"active",3,"None","simulation"
"41987","all",311,28,"decided",3,"None","simulation"
"42018","all",312,101,"active",3,"None","simulation"
"42019","all",312,30,"decided",3,"None","simulation"
"42050","all",313,99,"active",3,"None","simulation"
"42051","all",313,31,"decided",3,"None","simulation"
"42082","all",314,98,"active",3,"None","simulation"
"42083","all",314,29,"decided",3,"None","simulation"
"42114","all",315,99,"active",3,"None","simulation"
"42115","all",315,30,"decided",3,"None","simulation"
"42146","all",316,94,"active",3,"None","simulation"
"42147","all",316,33,"decided",3,"None","simulation"
"42178","all",317,97,"active",3,"None","simulation"
"42179","all",317,35,"decided",3,"None","simulation"
"42210","all",318,96,"active",3,"None","simulation"
"42211","all",318,40,"decided",3,"None","simulation"
"42242","all",319,96,"active",3,"None","simulation"
"42243","all",319,42,"decided",3,"None","simulation"
"42274","all",320,97,"active",3,"None","simulation"
"42275","all",320,40,"decided",3,"None","simulation"
"42306","all",321,102,"active",3,"None","simulation"
"42307","all",321,39,"decided",3,"None","simulation"
"42338","all",322,109,"active",3,"None","simulation"
"42339","all",322,40,"decided",3,"None","simulation"
"42370","all",323,108,"active",3,"None","simulation"
"42371","all",323,44,"decided",3,"None","simulation"
"42402","all",324,108,"active",3,"None","simulation"
"42403","all",324,48,"decided",3,"None","simulation"
"42434","all",325,105,"active",3,"None","simulation"
"42435","all",325,49,"decided",3,"None","simulation"
"42466","all",326,109,"active",3,"None","simulation"
"42467","all",326,48,"decided",3,"None","simulation"
"42498","all",327,103,"active",3,"None","simulation"
"42499","all",327,54,"decided",3,"None","simulation"
"42530","all",328,108,"active",3,"None","simulation"
"42531","all",328,49,"decided",3,"None","simulation"
"42562","all",329,104,"active",3,"None","simulation"
"42563","all",329,52,"decided",3,"None","simulation"
"42594","all",330,102,"active",3,"None","simulation"
"42595","all",330,14,"decided",3,"None","simulation"
"42626","all",331,105,"active",3,"None","simulation"
"42627","all",331,14,"decided",3,"None","simulation"
"42658","all",332,108,"active",3,"None","simulation"
"42659","all",332,13,"decided",3,"None","simulation"
"42690","all",333,110,"active",3,"None","simulation"
"42691","all",333,10,"decided",3,"None","simulation"
"42722","all",334,108,"active",3,"None","simulation"
"42723","all",334,16,"decided",3,"None","simulation"
"42754","all",335,99,"active",3,"None","simulation"
"42755","all",335,18,"decided",3,"None","simulation"
"42786","all",336,98,"active",3,"None","simulation"
"42787","all",336,18,"decided",3,"None","simulation"
"42818","all",337,100,"active",3,"None","simulation"
"42819","all",337,24,"decided",3,"None","simulation"
"42850","all",338,95,"active",3,"None","simulation"
"42851","all",338,31,"decided",3,"None","simulation"
"42882","all",339,91,"active",3,"None","simulation"
"42883","all",339,31,"decided",3,"None","simulation"
"42914","all",340,93,"active",3,"None","simulation"
"42915","all",340,28,"decided",3,"None","simulation"
"42946","all",341,95,"active",3,"None","simulation"
"42947","all",341,29,"decided",3,"None","simulation"
"42978","all",342,95,"active",3,"None","simulation"
"42979","all",342,31,"decided",3,"None","simulation"
"43010","all",343,100,"active",3,"None","simulation"
"43011","all",343,27,"decided",3,"None","simulation"
"43042","all",344,98,"active",3,"None","simulation"
"43043","all",344,32,"decided",3,"None","simulation"
"43074","all",345,95,"active",3,"None","simulation"
"43075","all",345,38,"decided",3,"None","simulation"
"43106","all",346,95,"active",3,"None","simulation"
"43107","all",346,40,"decided",3,"None","simulation"
"43138","all",347,93,"active",3,"None","simulation"
"43139","all",347,43,"decided",3,"None","simulation"
"43170","all",348,94,"active",3,"None","simulation"
"43171","all",348,46,"decided",3,"None","simulation"
"43202","all",349,94,"active",3,"None","simulation"
"43203","all",349,42,"decided",3,"None","simulation"
"43234","all",350,97,"active",3,"None","simulation"
"43235","all",350,40,"decided",3,"None","simulation"
"43266","all",351,98,"active",3,"None","simulation"
"43267","all",351,43,"decided",3,"None","simulation"
"43298","all",352,104,"active",3,"None","simulation"
"43299","all",352,47,"decided",3,"None","simulation"
"43330","all",353,101,"active",3,"None","simulation"
"43331","all",353,51,"decided",3,"None","simulation"
"43362","all",354,100,"active",3,"None","simulation"
"43363","all",354,46,"decided",3,"None","simulation"
"43394","all",355,104,"active",3,"None","simulation"
"43395","all",355,46,"decided",3,"None","simulation"
"43426","all",356,101,"active",3,"None","simulation"
"43427","all",356,53,"decided",3,"None","simulation"
"43458","all",357,96,"active",3,"None","simulation"
"43459","all",357,57,"decided",3,"None","simulation"
"43490","all",358,92,"active",3,"None","simulation"
"43491","all",358,62,"decided",3,"None","simulation"
"43522","all",359,97,"active",3,"None","simulation"
"43523","all",359,64,"decided",3,"None","simulation"
"43554","all",360,102,"active",3,"None","simulation"
"43555","all",360,12,"decided",3,"None","simulation"
"43586","all",361,101,"active",3,"None","simulation"
"43587","all",361,14,"decided",3,"None","simulation"
"43618","all",362,103,"active",3,"None","simulation"
"43619","all",362,12,"decided",3,"None","simulation"
"43650","all",363,104,"active",3,"None","simulation"
"43651","all",363,7,"decided",3,"None","simulation"
"43682","all",364,108,"active",3,"None","simulation"
"43683","all",364,8,"decided",3,"None","simulation"
"43714","all",365,106,"active",3,"None","simulation"
"43715","all",365,13,"decided",3,"None","simulation"
"43746","all",366,110,"active",3,"None","simulation"
"43747","all",366,14,"decided",3,"None","simulation"
"43778","all",367,112,"active",3,"None","simulation"
"43779","all",367,17,"decided",3,"None","simulation"
"43810","all",368,113,"active",3,"None","simulation"
"43811","all",368,19,"decided",3,"None","simulation"
"43842","all",369,109,"active",3,"None","simulation"
"43843","all",369,23,"decided",3,"None","simulation"
"43874","all",370,107,"active",3,"None","simulation"
"43875","all",370,19,"decided",3,"None","simulation"
"43906","all",371,109,"active",3,"None","simulation"
"43907","all",371,17,"decided",3,"None","simulation"
"43938","all",372,107,"active",3,"None","simulation"
"43939","all",372,23,"decided",3,"None","simulation"
"43970","all",373,107,"active",3,"None","simulation"
"43971","all",373,25,"decided",3,"None","simulation"
"44002","all",374,108,"active",3,"None","simulation"
"44003","all",374,27,"decided",3,"None","simulation"
"44034","all",375,106,"active",3,"None","simulation"
"44035","all",375,28,"decided",3,"None","simulation"
"44066","all",376,107,"active",3,"None","simulation"
"44067","all",376,27,"decided",3,"None","simulation"
"44098","all",377,105,"active",3,"None","simulation"
"44099","all",377,28,"decided",3,"None","simulation"
"44130","all",378,102,"active",3,"None","simulation"
"44131","all",378,31,"decided",3,"None","simulation"
"44162","all",379,102,"active",3,"None","simulation"
"44163","all",379,35,"decided",3,"None","simulation"
"44194","all",380,96,"active",3,"None","simulation"
"44195","all",380,42,"decided",3,"None","simulation"
"44226","all",381,94,"active",3,"None","simulation"
"44227","all",381,37,"decided",3,"None","simulation"
"44258","all",382,99,"active",3,"None","simulation"
"44259","all",382,35,"decided",3,"None","simulation"
"44290","all",383,96,"active",3,"None","simulation"
"44291","all",383,45,"decided",3,"None","simulation"
"44322","all",384,92,"active",3,"None","simulation"
"44323","all",384,44,"decided",3,"None","simulation"
"44354","all",385,93,"active",3,"None","simulation"
