row,brand,day,value,variation,sim_num,bariation,statistic
"2","all",91,141,"active",0,"None","simulation"
"3","all",91,6,"decided",0,"None","simulation"
"34","all",92,144,"active",0,"None","simulation"
"35","all",92,10,"decided",0,"None","simulation"
"66","all",93,145,"active",0,"None","simulation"
"67","all",93,14,"decided",0,"None","simulation"
"98","all",94,141,"active",0,"None","simulation"
"99","all",94,19,"decided",0,"None","simulation"
"130","all",95,144,"active",0,"None","simulation"
"131","all",95,16,"decided",0,"None","simulation"
"162","all",96,144,"active",0,"None","simulation"
"163","all",96,20,"decided",0,"None","simulation"
"194","all",97,146,"active",0,"None","simulation"
"195","all",97,18,"decided",0,"None","simulation"
"226","all",98,140,"active",0,"None","simulation"
"227","all",98,20,"decided",0,"None","simulation"
"258","all",99,138,"active",0,"None","simulation"
"259","all",99,26,"decided",0,"None","simulation"
"290","all",100,135,"active",0,"None","simulation"
"291","all",100,32,"decided",0,"None","simulation"
"322","all",101,131,"active",0,"None","simulation"
"323","all",101,33,"decided",0,"None","simulation"
"354","all",102,127,"active",0,"None","simulation"
"355","all",102,32,"decided",0,"None","simulation"
"386","all",103,126,"active",0,"None","simulation"
"387","all",103,29,"decided",0,"None","simulation"
"418","all",104,123,"active",0,"None","simulation"
"419","all",104,38,"decided",0,"None","simulation"
"450","all",105,119,"active",0,"None","simulation"
"451","all",105,39,"decided",0,"None","simulation"
"482","all",106,117,"active",0,"None","simulation"
"483","all",106,44,"decided",0,"None","simulation"
"514","all",107,117,"active",0,"None","simulation"
"515","all",107,47,"decided",0,"None","simulation"
"546","all",108,120,"active",0,"None","simulation"
"547","all",108,45,"decided",0,"None","simulation"
"578","all",109,123,"active",0,"None","simulation"
"579","all",109,44,"decided",0,"None","simulation"
"610","all",110,129,"active",0,"None","simulation"
"611","all",110,45,"decided",0,"None","simulation"
"642","all",111,138,"active",0,"None","simulation"
"643","all",111,41,"decided",0,"None","simulation"
"674","all",112,135,"active",0,"None","simulation"
"675","all",112,46,"decided",0,"None","simulation"
"706","all",113,137,"active",0,"None","simulation"
"707","all",113,50,"decided",0,"None","simulation"
"738","all",114,139,"active",0,"None","simulation"
"739","all",114,54,"decided",0,"None","simulation"
"770","all",115,141,"active",0,"None","simulation"
"771","all",115,52,"decided",0,"None","simulation"
"802","all",116,140,"active",0,"None","simulation"
"803","all",116,54,"decided",0,"None","simulation"
"834","all",117,144,"active",0,"None","simulation"
"835","all",117,49,"decided",0,"None","simulation"
"866","all",118,135,"active",0,"None","simulation"
"867","all",118,59,"decided",0,"None","simulation"
"898","all",119,137,"active",0,"None","simulation"
"899","all",119,54,"decided",0,"None","simulation"
"930","all",120,142,"active",0,"None","simulation"
"931","all",120,13,"decided",0,"None","simulation"
"962","all",121,137,"active",0,"None","simulation"
"963","all",121,24,"decided",0,"None","simulation"
"994","all",122,137,"active",0,"None","simulation"
"995","all",122,21,"decided",0,"None","simulation"
"1026","all",123,142,"active",0,"None","simulation"
"1027","all",123,19,"decided",0,"None","simulation"
"1058","all",124,136,"active",0,"None","simulation"
"1059","all",124,23,"decided",0,"None","simulation"
"1090","all",125,137,"active",0,"None","simulation"
"1091","all",125,27,"decided",0,"None","simulation"
"1122","all",126,136,"active",0,"None","simulation"
"1123","all",126,27,"decided",0,"None","simulation"
"1154","all",127,124,"active",0,"None","simulation"
"1155","all",127,40,"decided",0,"None","simulation"
"1186","all",128,126,"active",0,"None","simulation"
"1187","all",128,45,"decided",0,"None","simulation"
"1218","all",129,128,"active",0,"None","simulation"
"1219","all",129,49,"decided",0,"None","simulation"
"1250","all",130,133,"active",0,"None","simulation"
"1251","all",130,49,"decided",0,"None","simulation"
"1282","all",131,132,"active",0,"None","simulation"
"1283","all",131,49,"decided",0,"None","simulation"
"1314","all",132,134,"active",0,"None","simulation"
"1315","all",132,47,"decided",0,"None","simulation"
"1346","all",133,138,"active",0,"None","simulation"
"1347","all",133,45,"decided",0,"None","simulation"
"1378","all",134,135,"active",0,"None","simulation"
"1379","all",134,49,"decided",0,"None","simulation"
"1410","all",135,136,"active",0,"None","simulation"
"1411","all",135,54,"decided",0,"None","simulation"
"1442","all",136,140,"active",0,"None","simulation"
"1443","all",136,54,"decided",0,"None","simulation"
"1474","all",137,140,"active",0,"None","simulation"
"1475","all",137,56,"decided",0,"None","simulation"
"1506","all",138,141,"active",0,"None","simulation"
"1507","all",138,55,"decided",0,"None","simulation"
"1538","all",139,137,"active",0,"None","simulation"
"1539","all",139,55,"decided",0,"None","simulation"
"1570","all",140,137,"active",0,"None","simulation"
"1571","all",140,53,"decided",0,"None","simulation"
"1602","all",141,136,"active",0,"None","simulation"
"1603","all",141,59,"decided",0,"None","simulation"
"1634","all",142,133,"active",0,"None","simulation"
"1635","all",142,63,"decided",0,"None","simulation"
"1666","all",143,130,"active",0,"None","simulation"
"1667","all",143,64,"decided",0,"None","simulation"
"1698","all",144,128,"active",0,"None","simulation"
"1699","all",144,65,"decided",0,"None","simulation"
"1730","all",145,131,"active",0,"None","simulation"
"1731","all",145,63,"decided",0,"None","simulation"
"1762","all",146,128,"active",0,"None","simulation"
"1763","all",146,66,"decided",0,"None","simulation"
"1794","all",147,125,"active",0,"None","simulation"
"1795","all",147,66,"decided",0,"None","simulation"
"1826","all",148,130,"active",0,"None","simulation"
"1827","all",148,70,"decided",0,"None","simulation"
"1858","all",149,131,"active",0,"None","simulation"
"1859","all",149,75,"decided",0,"None","simulation"
"1890","all",150,134,"active",0,"None","simulation"
"1891","all",150,9,"decided",0,"None","simulation"
"1922","all",151,128,"active",0,"None","simulation"
"1923","all",151,15,"decided",0,"None","simulation"
"1954","all",152,124,"active",0,"None","simulation"
"1955","all",152,13,"decided",0,"None","simulation"
"1986","all",153,120,"active",0,"None","simulation"
"1987","all",153,15,"decided",0,"None","simulation"
"2018","all",154,121,"active",0,"None","simulation"
"2019","all",154,18,"decided",0,"None","simulation"
"2050","all",155,121,"active",0,"None","simulation"
"2051","all",155,27,"decided",0,"None","simulation"
"2082","all",156,116,"active",0,"None","simulation"
"2083","all",156,36,"decided",0,"None","simulation"
"2114","all",157,117,"active",0,"None","simulation"
"2115","all",157,32,"decided",0,"None","simulation"
"2146","all",158,120,"active",0,"None","simulation"
"2147","all",158,31,"decided",0,"None","simulation"
"2178","all",159,119,"active",0,"None","simulation"
"2179","all",159,32,"decided",0,"None","simulation"
"2210","all",160,124,"active",0,"None","simulation"
"2211","all",160,28,"decided",0,"None","simulation"
"2242","all",161,125,"active",0,"None","simulation"
"2243","all",161,27,"decided",0,"None","simulation"
"2274","all",162,120,"active",0,"None","simulation"
"2275","all",162,33,"decided",0,"None","simulation"
"2306","all",163,120,"active",0,"None","simulation"
"2307","all",163,36,"decided",0,"None","simulation"
"2338","all",164,117,"active",0,"None","simulation"
"2339","all",164,42,"decided",0,"None","simulation"
"2370","all",165,121,"active",0,"None","simulation"
"2371","all",165,36,"decided",0,"None","simulation"
"2402","all",166,127,"active",0,"None","simulation"
"2403","all",166,40,"decided",0,"None","simulation"
"2434","all",167,132,"active",0,"None","simulation"
"2435","all",167,38,"decided",0,"None","simulation"
"2466","all",168,130,"active",0,"None","simulation"
"2467","all",168,43,"decided",0,"None","simulation"
"2498","all",169,127,"active",0,"None","simulation"
"2499","all",169,48,"decided",0,"None","simulation"
"2530","all",170,132,"active",0,"None","simulation"
"2531","all",170,49,"decided",0,"None","simulation"
"2562","all",171,131,"active",0,"None","simulation"
"2563","all",171,53,"decided",0,"None","simulation"
"2594","all",172,129,"active",0,"None","simulation"
"2595","all",172,54,"decided",0,"None","simulation"
"2626","all",173,125,"active",0,"None","simulation"
"2627","all",173,58,"decided",0,"None","simulation"
"2658","all",174,123,"active",0,"None","simulation"
"2659","all",174,52,"decided",0,"None","simulation"
"2690","all",175,122,"active",0,"None","simulation"
"2691","all",175,54,"decided",0,"None","simulation"
"2722","all",176,124,"active",0,"None","simulation"
"2723","all",176,58,"decided",0,"None","simulation"
"2754","all",177,125,"active",0,"None","simulation"
"2755","all",177,62,"decided",0,"None","simulation"
"2786","all",178,126,"active",0,"None","simulation"
"2787","all",178,66,"decided",0,"None","simulation"
"2818","all",179,125,"active",0,"None","simulation"
"2819","all",179,62,"decided",0,"None","simulation"
"2850","all",180,128,"active",0,"None","simulation"
"2851","all",180,9,"decided",0,"None","simulation"
"2882","all",181,133,"active",0,"None","simulation"
"2883","all",181,9,"decided",0,"None","simulation"
"2914","all",182,129,"active",0,"None","simulation"
"2915","all",182,12,"decided",0,"None","simulation"
"2946","all",183,125,"active",0,"None","simulation"
"2947","all",183,19,"decided",0,"None","simulation"
"2978","all",184,120,"active",0,"None","simulation"
"2979","all",184,28,"decided",0,"None","simulation"
"3010","all",185,124,"active",0,"None","simulation"
"3011","all",185,24,"decided",0,"None","simulation"
"3042","all",186,125,"active",0,"None","simulation"
"3043","all",186,23,"decided",0,"None","simulation"
"3074","all",187,118,"active",0,"None","simulation"
"3075","all",187,26,"decided",0,"None","simulation"
"3106","all",188,119,"active",0,"None","simulation"
"3107","all",188,20,"decided",0,"None","simulation"
"3138","all",189,123,"active",0,"None","simulation"
"3139","all",189,24,"decided",0,"None","simulation"
"3170","all",190,121,"active",0,"None","simulation"
"3171","all",190,34,"decided",0,"None","simulation"
"3202","all",191,124,"active",0,"None","simulation"
"3203","all",191,37,"decided",0,"None","simulation"
"3234","all",192,122,"active",0,"None","simulation"
"3235","all",192,39,"decided",0,"None","simulation"
"3266","all",193,123,"active",0,"None","simulation"
"3267","all",193,38,"decided",0,"None","simulation"
"3298","all",194,128,"active",0,"None","simulation"
"3299","all",194,37,"decided",0,"None","simulation"
"3330","all",195,126,"active",0,"None","simulation"
"3331","all",195,39,"decided",0,"None","simulation"
"3362","all",196,123,"active",0,"None","simulation"
"3363","all",196,38,"decided",0,"None","simulation"
"3394","all",197,124,"active",0,"None","simulation"
"3395","all",197,42,"decided",0,"None","simulation"
"3426","all",198,119,"active",0,"None","simulation"
"3427","all",198,48,"decided",0,"None","simulation"
"3458","all",199,123,"active",0,"None","simulation"
"3459","all",199,50,"decided",0,"None","simulation"
"3490","all",200,123,"active",0,"None","simulation"
"3491","all",200,53,"decided",0,"None","simulation"
"3522","all",201,119,"active",0,"None","simulation"
"3523","all",201,53,"decided",0,"None","simulation"
"3554","all",202,122,"active",0,"None","simulation"
"3555","all",202,50,"decided",0,"None","simulation"
"3586","all",203,128,"active",0,"None","simulation"
"3587","all",203,55,"decided",0,"None","simulation"
"3618","all",204,125,"active",0,"None","simulation"
"3619","all",204,61,"decided",0,"None","simulation"
"3650","all",205,129,"active",0,"None","simulation"
"3651","all",205,64,"decided",0,"None","simulation"
"3682","all",206,128,"active",0,"None","simulation"
"3683","all",206,68,"decided",0,"None","simulation"
"3714","all",207,124,"active",0,"None","simulation"
"3715","all",207,73,"decided",0,"None","simulation"
"3746","all",208,128,"active",0,"None","simulation"
"3747","all",208,69,"decided",0,"None","simulation"
"3778","all",209,124,"active",0,"None","simulation"
"3779","all",209,71,"decided",0,"None","simulation"
"3810","all",210,127,"active",0,"None","simulation"
"3811","all",210,8,"decided",0,"None","simulation"
"3842","all",211,124,"active",0,"None","simulation"
"3843","all",211,18,"decided",0,"None","simulation"
"3874","all",212,128,"active",0,"None","simulation"
"3875","all",212,21,"decided",0,"None","simulation"
"3906","all",213,133,"active",0,"None","simulation"
"3907","all",213,24,"decided",0,"None","simulation"
"3938","all",214,125,"active",0,"None","simulation"
"3939","all",214,27,"decided",0,"None","simulation"
"3970","all",215,126,"active",0,"None","simulation"
"3971","all",215,20,"decided",0,"None","simulation"
"4002","all",216,123,"active",0,"None","simulation"
"4003","all",216,21,"decided",0,"None","simulation"
"4034","all",217,128,"active",0,"None","simulation"
"4035","all",217,16,"decided",0,"None","simulation"
"4066","all",218,129,"active",0,"None","simulation"
"4067","all",218,20,"decided",0,"None","simulation"
"4098","all",219,128,"active",0,"None","simulation"
"4099","all",219,26,"decided",0,"None","simulation"
"4130","all",220,129,"active",0,"None","simulation"
"4131","all",220,29,"decided",0,"None","simulation"
"4162","all",221,131,"active",0,"None","simulation"
"4163","all",221,30,"decided",0,"None","simulation"
"4194","all",222,128,"active",0,"None","simulation"
"4195","all",222,34,"decided",0,"None","simulation"
"4226","all",223,129,"active",0,"None","simulation"
"4227","all",223,30,"decided",0,"None","simulation"
"4258","all",224,134,"active",0,"None","simulation"
"4259","all",224,28,"decided",0,"None","simulation"
"4290","all",225,128,"active",0,"None","simulation"
"4291","all",225,37,"decided",0,"None","simulation"
"4322","all",226,125,"active",0,"None","simulation"
"4323","all",226,46,"decided",0,"None","simulation"
"4354","all",227,124,"active",0,"None","simulation"
"4355","all",227,43,"decided",0,"None","simulation"
"4386","all",228,122,"active",0,"None","simulation"
"4387","all",228,45,"decided",0,"None","simulation"
"4418","all",229,121,"active",0,"None","simulation"
"4419","all",229,44,"decided",0,"None","simulation"
"4450","all",230,122,"active",0,"None","simulation"
"4451","all",230,41,"decided",0,"None","simulation"
"4482","all",231,124,"active",0,"None","simulation"
"4483","all",231,44,"decided",0,"None","simulation"
"4514","all",232,126,"active",0,"None","simulation"
"4515","all",232,46,"decided",0,"None","simulation"
"4546","all",233,128,"active",0,"None","simulation"
"4547","all",233,52,"decided",0,"None","simulation"
"4578","all",234,127,"active",0,"None","simulation"
"4579","all",234,54,"decided",0,"None","simulation"
"4610","all",235,131,"active",0,"None","simulation"
"4611","all",235,53,"decided",0,"None","simulation"
"4642","all",236,128,"active",0,"None","simulation"
"4643","all",236,53,"decided",0,"None","simulation"
"4674","all",237,130,"active",0,"None","simulation"
"4675","all",237,50,"decided",0,"None","simulation"
"4706","all",238,125,"active",0,"None","simulation"
"4707","all",238,53,"decided",0,"None","simulation"
"4738","all",239,122,"active",0,"None","simulation"
"4739","all",239,55,"decided",0,"None","simulation"
"4770","all",240,119,"active",0,"None","simulation"
"4771","all",240,14,"decided",0,"None","simulation"
"4802","all",241,119,"active",0,"None","simulation"
"4803","all",241,16,"decided",0,"None","simulation"
"4834","all",242,121,"active",0,"None","simulation"
"4835","all",242,12,"decided",0,"None","simulation"
"4866","all",243,122,"active",0,"None","simulation"
"4867","all",243,13,"decided",0,"None","simulation"
"4898","all",244,128,"active",0,"None","simulation"
"4899","all",244,14,"decided",0,"None","simulation"
"4930","all",245,124,"active",0,"None","simulation"
"4931","all",245,21,"decided",0,"None","simulation"
"4962","all",246,128,"active",0,"None","simulation"
"4963","all",246,27,"decided",0,"None","simulation"
"4994","all",247,125,"active",0,"None","simulation"
"4995","all",247,35,"decided",0,"None","simulation"
"5026","all",248,129,"active",0,"None","simulation"
"5027","all",248,31,"decided",0,"None","simulation"
"5058","all",249,122,"active",0,"None","simulation"
"5059","all",249,35,"decided",0,"None","simulation"
"5090","all",250,130,"active",0,"None","simulation"
"5091","all",250,27,"decided",0,"None","simulation"
"5122","all",251,130,"active",0,"None","simulation"
"5123","all",251,29,"decided",0,"None","simulation"
"5154","all",252,130,"active",0,"None","simulation"
"5155","all",252,28,"decided",0,"None","simulation"
"5186","all",253,131,"active",0,"None","simulation"
"5187","all",253,35,"decided",0,"None","simulation"
"5218","all",254,124,"active",0,"None","simulation"
"5219","all",254,40,"decided",0,"None","simulation"
"5250","all",255,121,"active",0,"None","simulation"
"5251","all",255,39,"decided",0,"None","simulation"
"5282","all",256,116,"active",0,"None","simulation"
"5283","all",256,44,"decided",0,"None","simulation"
"5314","all",257,118,"active",0,"None","simulation"
"5315","all",257,40,"decided",0,"None","simulation"
"5346","all",258,117,"active",0,"None","simulation"
"5347","all",258,36,"decided",0,"None","simulation"
"5378","all",259,117,"active",0,"None","simulation"
"5379","all",259,40,"decided",0,"None","simulation"
"5410","all",260,120,"active",0,"None","simulation"
"5411","all",260,42,"decided",0,"None","simulation"
"5442","all",261,117,"active",0,"None","simulation"
"5443","all",261,46,"decided",0,"None","simulation"
"5474","all",262,113,"active",0,"None","simulation"
"5475","all",262,48,"decided",0,"None","simulation"
"5506","all",263,116,"active",0,"None","simulation"
"5507","all",263,44,"decided",0,"None","simulation"
"5538","all",264,111,"active",0,"None","simulation"
"5539","all",264,50,"decided",0,"None","simulation"
"5570","all",265,115,"active",0,"None","simulation"
"5571","all",265,47,"decided",0,"None","simulation"
"5602","all",266,118,"active",0,"None","simulation"
"5603","all",266,46,"decided",0,"None","simulation"
"5634","all",267,117,"active",0,"None","simulation"
"5635","all",267,52,"decided",0,"None","simulation"
"5666","all",268,119,"active",0,"None","simulation"
"5667","all",268,58,"decided",0,"None","simulation"
"5698","all",269,114,"active",0,"None","simulation"
"5699","all",269,60,"decided",0,"None","simulation"
"5730","all",270,118,"active",0,"None","simulation"
"5731","all",270,9,"decided",0,"None","simulation"
"5762","all",271,119,"active",0,"None","simulation"
"5763","all",271,10,"decided",0,"None","simulation"
"5794","all",272,123,"active",0,"None","simulation"
"5795","all",272,6,"decided",0,"None","simulation"
"5826","all",273,124,"active",0,"None","simulation"
"5827","all",273,7,"decided",0,"None","simulation"
"5858","all",274,125,"active",0,"None","simulation"
"5859","all",274,10,"decided",0,"None","simulation"
"5890","all",275,119,"active",0,"None","simulation"
"5891","all",275,21,"decided",0,"None","simulation"
"5922","all",276,119,"active",0,"None","simulation"
"5923","all",276,20,"decided",0,"None","simulation"
"5954","all",277,120,"active",0,"None","simulation"
"5955","all",277,20,"decided",0,"None","simulation"
"5986","all",278,122,"active",0,"None","simulation"
"5987","all",278,20,"decided",0,"None","simulation"
"6018","all",279,122,"active",0,"None","simulation"
"6019","all",279,20,"decided",0,"None","simulation"
"6050","all",280,121,"active",0,"None","simulation"
"6051","all",280,26,"decided",0,"None","simulation"
"6082","all",281,116,"active",0,"None","simulation"
"6083","all",281,34,"decided",0,"None","simulation"
"6114","all",282,117,"active",0,"None","simulation"
"6115","all",282,35,"decided",0,"None","simulation"
"6146","all",283,121,"active",0,"None","simulation"
"6147","all",283,38,"decided",0,"None","simulation"
"6178","all",284,117,"active",0,"None","simulation"
"6179","all",284,36,"decided",0,"None","simulation"
"6210","all",285,119,"active",0,"None","simulation"
"6211","all",285,31,"decided",0,"None","simulation"
"6242","all",286,112,"active",0,"None","simulation"
"6243","all",286,35,"decided",0,"None","simulation"
"6274","all",287,112,"active",0,"None","simulation"
"6275","all",287,32,"decided",0,"None","simulation"
"6306","all",288,112,"active",0,"None","simulation"
"6307","all",288,37,"decided",0,"None","simulation"
"6338","all",289,116,"active",0,"None","simulation"
"6339","all",289,44,"decided",0,"None","simulation"
"6370","all",290,116,"active",0,"None","simulation"
"6371","all",290,46,"decided",0,"None","simulation"
"6402","all",291,115,"active",0,"None","simulation"
"6403","all",291,43,"decided",0,"None","simulation"
"6434","all",292,116,"active",0,"None","simulation"
"6435","all",292,43,"decided",0,"None","simulation"
"6466","all",293,117,"active",0,"None","simulation"
"6467","all",293,43,"decided",0,"None","simulation"
"6498","all",294,125,"active",0,"None","simulation"
"6499","all",294,44,"decided",0,"None","simulation"
"6530","all",295,118,"active",0,"None","simulation"
"6531","all",295,56,"decided",0,"None","simulation"
"6562","all",296,122,"active",0,"None","simulation"
"6563","all",296,61,"decided",0,"None","simulation"
"6594","all",297,117,"active",0,"None","simulation"
"6595","all",297,61,"decided",0,"None","simulation"
"6626","all",298,116,"active",0,"None","simulation"
"6627","all",298,59,"decided",0,"None","simulation"
"6658","all",299,121,"active",0,"None","simulation"
"6659","all",299,56,"decided",0,"None","simulation"
"6690","all",300,119,"active",0,"None","simulation"
"6691","all",300,10,"decided",0,"None","simulation"
"6722","all",301,126,"active",0,"None","simulation"
"6723","all",301,7,"decided",0,"None","simulation"
"6754","all",302,123,"active",0,"None","simulation"
"6755","all",302,13,"decided",0,"None","simulation"
"6786","all",303,122,"active",0,"None","simulation"
"6787","all",303,21,"decided",0,"None","simulation"
"6818","all",304,114,"active",0,"None","simulation"
"6819","all",304,25,"decided",0,"None","simulation"
"6850","all",305,117,"active",0,"None","simulation"
"6851","all",305,18,"decided",0,"None","simulation"
"6882","all",306,113,"active",0,"None","simulation"
"6883","all",306,18,"decided",0,"None","simulation"
"6914","all",307,113,"active",0,"None","simulation"
"6915","all",307,20,"decided",0,"None","simulation"
"6946","all",308,114,"active",0,"None","simulation"
"6947","all",308,22,"decided",0,"None","simulation"
"6978","all",309,116,"active",0,"None","simulation"
"6979","all",309,27,"decided",0,"None","simulation"
"7010","all",310,113,"active",0,"None","simulation"
"7011","all",310,37,"decided",0,"None","simulation"
"7042","all",311,112,"active",0,"None","simulation"
"7043","all",311,34,"decided",0,"None","simulation"
"7074","all",312,111,"active",0,"None","simulation"
"7075","all",312,38,"decided",0,"None","simulation"
"7106","all",313,113,"active",0,"None","simulation"
"7107","all",313,35,"decided",0,"None","simulation"
"7138","all",314,113,"active",0,"None","simulation"
"7139","all",314,34,"decided",0,"None","simulation"
"7170","all",315,106,"active",0,"None","simulation"
"7171","all",315,38,"decided",0,"None","simulation"
"7202","all",316,104,"active",0,"None","simulation"
"7203","all",316,45,"decided",0,"None","simulation"
"7234","all",317,104,"active",0,"None","simulation"
"7235","all",317,48,"decided",0,"None","simulation"
"7266","all",318,108,"active",0,"None","simulation"
"7267","all",318,48,"decided",0,"None","simulation"
"7298","all",319,105,"active",0,"None","simulation"
"7299","all",319,52,"decided",0,"None","simulation"
"7330","all",320,111,"active",0,"None","simulation"
"7331","all",320,43,"decided",0,"None","simulation"
"7362","all",321,111,"active",0,"None","simulation"
"7363","all",321,47,"decided",0,"None","simulation"
"7394","all",322,115,"active",0,"None","simulation"
"7395","all",322,47,"decided",0,"None","simulation"
"7426","all",323,115,"active",0,"None","simulation"
"7427","all",323,50,"decided",0,"None","simulation"
"7458","all",324,109,"active",0,"None","simulation"
"7459","all",324,60,"decided",0,"None","simulation"
"7490","all",325,109,"active",0,"None","simulation"
"7491","all",325,59,"decided",0,"None","simulation"
"7522","all",326,106,"active",0,"None","simulation"
"7523","all",326,65,"decided",0,"None","simulation"
"7554","all",327,112,"active",0,"None","simulation"
"7555","all",327,59,"decided",0,"None","simulation"
"7586","all",328,108,"active",0,"None","simulation"
"7587","all",328,65,"decided",0,"None","simulation"
"7618","all",329,105,"active",0,"None","simulation"
"7619","all",329,61,"decided",0,"None","simulation"
"7650","all",330,106,"active",0,"None","simulation"
"7651","all",330,8,"decided",0,"None","simulation"
"7682","all",331,108,"active",0,"None","simulation"
"7683","all",331,10,"decided",0,"None","simulation"
"7714","all",332,106,"active",0,"None","simulation"
"7715","all",332,15,"decided",0,"None","simulation"
"7746","all",333,105,"active",0,"None","simulation"
"7747","all",333,18,"decided",0,"None","simulation"
"7778","all",334,99,"active",0,"None","simulation"
"7779","all",334,21,"decided",0,"None","simulation"
"7810","all",335,99,"active",0,"None","simulation"
"7811","all",335,19,"decided",0,"None","simulation"
"7842","all",336,102,"active",0,"None","simulation"
"7843","all",336,19,"decided",0,"None","simulation"
"7874","all",337,99,"active",0,"None","simulation"
"7875","all",337,27,"decided",0,"None","simulation"
"7906","all",338,100,"active",0,"None","simulation"
"7907","all",338,29,"decided",0,"None","simulation"
"7938","all",339,103,"active",0,"None","simulation"
"7939","all",339,30,"decided",0,"None","simulation"
"7970","all",340,108,"active",0,"None","simulation"
"7971","all",340,30,"decided",0,"None","simulation"
"8002","all",341,109,"active",0,"None","simulation"
"8003","all",341,32,"decided",0,"None","simulation"
"8034","all",342,103,"active",0,"None","simulation"
"8035","all",342,35,"decided",0,"None","simulation"
"8066","all",343,104,"active",0,"None","simulation"
"8067","all",343,34,"decided",0,"None","simulation"
"8098","all",344,104,"active",0,"None","simulation"
"8099","all",344,37,"decided",0,"None","simulation"
"8130","all",345,106,"active",0,"None","simulation"
"8131","all",345,41,"decided",0,"None","simulation"
"8162","all",346,101,"active",0,"None","simulation"
"8163","all",346,45,"decided",0,"None","simulation"
"8194","all",347,104,"active",0,"None","simulation"
"8195","all",347,41,"decided",0,"None","simulation"
"8226","all",348,103,"active",0,"None","simulation"
"8227","all",348,43,"decided",0,"None","simulation"
"8258","all",349,101,"active",0,"None","simulation"
"8259","all",349,49,"decided",0,"None","simulation"
"8290","all",350,98,"active",0,"None","simulation"
"8291","all",350,48,"decided",0,"None","simulation"
"8322","all",351,98,"active",0,"None","simulation"
"8323","all",351,48,"decided",0,"None","simulation"
"8354","all",352,102,"active",0,"None","simulation"
"8355","all",352,48,"decided",0,"None","simulation"
"8386","all",353,101,"active",0,"None","simulation"
"8387","all",353,50,"decided",0,"None","simulation"
"8418","all",354,104,"active",0,"None","simulation"
"8419","all",354,51,"decided",0,"None","simulation"
"8450","all",355,107,"active",0,"None","simulation"
"8451","all",355,51,"decided",0,"None","simulation"
"8482","all",356,106,"active",0,"None","simulation"
"8483","all",356,59,"decided",0,"None","simulation"
"8514","all",357,101,"active",0,"None","simulation"
"8515","all",357,57,"decided",0,"None","simulation"
"8546","all",358,99,"active",0,"None","simulation"
"8547","all",358,62,"decided",0,"None","simulation"
"8578","all",359,97,"active",0,"None","simulation"
"8579","all",359,66,"decided",0,"None","simulation"
"8610","all",360,103,"active",0,"None","simulation"
"8611","all",360,5,"decided",0,"None","simulation"
"8642","all",361,110,"active",0,"None","simulation"
"8643","all",361,6,"decided",0,"None","simulation"
"8674","all",362,111,"active",0,"None","simulation"
"8675","all",362,9,"decided",0,"None","simulation"
"8706","all",363,111,"active",0,"None","simulation"
"8707","all",363,9,"decided",0,"None","simulation"
"8738","all",364,114,"active",0,"None","simulation"
"8739","all",364,7,"decided",0,"None","simulation"
"8770","all",365,115,"active",0,"None","simulation"
"8771","all",365,10,"decided",0,"None","simulation"
"8802","all",366,113,"active",0,"None","simulation"
"8803","all",366,19,"decided",0,"None","simulation"
"8834","all",367,112,"active",0,"None","simulation"
"8835","all",367,22,"decided",0,"None","simulation"
"8866","all",368,111,"active",0,"None","simulation"
"8867","all",368,21,"decided",0,"None","simulation"
"8898","all",369,109,"active",0,"None","simulation"
"8899","all",369,24,"decided",0,"None","simulation"
"8930","all",370,107,"active",0,"None","simulation"
"8931","all",370,25,"decided",0,"None","simulation"
"8962","all",371,106,"active",0,"None","simulation"
"8963","all",371,23,"decided",0,"None","simulation"
"8994","all",372,110,"active",0,"None","simulation"
"8995","all",372,29,"decided",0,"None","simulation"
"9026","all",373,114,"active",0,"None","simulation"
"9027","all",373,33,"decided",0,"None","simulation"
"9058","all",374,113,"active",0,"None","simulation"
"9059","all",374,34,"decided",0,"None","simulation"
"9090","all",375,115,"active",0,"None","simulation"
"9091","all",375,30,"decided",0,"None","simulation"
"9122","all",376,125,"active",0,"None","simulation"
"9123","all",376,31,"decided",0,"None","simulation"
"9154","all",377,125,"active",0,"None","simulation"
"9155","all",377,39,"decided",0,"None","simulation"
"9186","all",378,122,"active",0,"None","simulation"
"9187","all",378,35,"decided",0,"None","simulation"
"9218","all",379,122,"active",0,"None","simulation"
"9219","all",379,36,"decided",0,"None","simulation"
"9250","all",380,122,"active",0,"None","simulation"
"9251","all",380,42,"decided",0,"None","simulation"
"9282","all",381,119,"active",0,"None","simulation"
"9283","all",381,46,"decided",0,"None","simulation"
"9314","all",382,116,"active",0,"None","simulation"
"9315","all",382,41,"decided",0,"None","simulation"
"9346","all",383,118,"active",0,"None","simulation"
"9347","all",383,41,"decided",0,"None","simulation"
"9378","all",384,113,"active",0,"None","simulation"
"9379","all",384,43,"decided",0,"None","simulation"
"9410","all",385,118,"active",0,"None","simulation"
"9411","all",385,39,"decided",0,"None","simulation"
"9442","all",386,120,"active",0,"None","simulation"
"9443","all",386,43,"decided",0,"None","simulation"
"9474","all",387,115,"active",0,"None","simulation"
"9475","all",387,52,"decided",0,"None","simulation"
"9506","all",388,117,"active",0,"None","simulation"
"9507","all",388,48,"decided",0,"None","simulation"
"9538","all",389,113,"active",0,"None","simulation"
